kepid,koi_disposition,koi_score,rowid
7429240,CONFIRMED,1,4378
10120548,CANDIDATE,0.851,4379
4474462,CANDIDATE,0.886,4380
7032001,FALSE POSITIVE,0,4381
4141593,CANDIDATE,0.791,4382
10003058,CANDIDATE,0.898,4383
9031703,CANDIDATE,0.949,4384
6199864,FALSE POSITIVE,,4385
9577855,FALSE POSITIVE,0.01,4386
12204137,CANDIDATE,0.817,4387
4386607,FALSE POSITIVE,0.191,4388
5389956,CANDIDATE,0.98,4389
12108364,FALSE POSITIVE,0,4390
8295671,FALSE POSITIVE,0,4391
10662202,CANDIDATE,0.915,4392
10407210,FALSE POSITIVE,0,4393
7457278,FALSE POSITIVE,0,4394
3934657,CANDIDATE,0.904,4395
7515336,CANDIDATE,0.995,4396
8984755,FALSE POSITIVE,0,4397
7366895,FALSE POSITIVE,,4398
10729472,FALSE POSITIVE,,4399
6200612,FALSE POSITIVE,,4400
9777200,FALSE POSITIVE,0,4401
3557560,CANDIDATE,0.962,4402
12109267,CANDIDATE,0.8,4403
8700895,CANDIDATE,0.878,4404
5003670,CONFIRMED,1,4405
5200084,FALSE POSITIVE,0,4406
4144873,FALSE POSITIVE,0.348,4407
5003670,CANDIDATE,0.607,4408
9171886,FALSE POSITIVE,,4409
3337061,FALSE POSITIVE,,4410
5696918,FALSE POSITIVE,0,4411
12265786,CANDIDATE,0.996,4412
8487838,FALSE POSITIVE,0,4413
10873178,CANDIDATE,0.955,4414
11337012,CANDIDATE,1,4415
8359569,CANDIDATE,0.882,4416
8937762,FALSE POSITIVE,0.978,4417
2720828,FALSE POSITIVE,,4418
9837828,CANDIDATE,,4419
4857058,CANDIDATE,0.129,4420
8652577,FALSE POSITIVE,0.156,4421
8804937,FALSE POSITIVE,,4422
9947389,CANDIDATE,0.972,4423
11912987,FALSE POSITIVE,0,4424
3765917,CANDIDATE,0.924,4425
4136659,FALSE POSITIVE,0,4426
3438976,FALSE POSITIVE,0,4427
7833305,CANDIDATE,0.996,4428
6610064,FALSE POSITIVE,0,4429
12647577,CANDIDATE,0.999,4430
5476671,FALSE POSITIVE,0,4431
7335972,FALSE POSITIVE,0,4432
4252671,CANDIDATE,0.95,4433
2694632,FALSE POSITIVE,0,4434
11153476,CANDIDATE,0.999,4435
6144039,CANDIDATE,0.961,4436
5428471,FALSE POSITIVE,0,4437
7283710,FALSE POSITIVE,,4438
5985713,CANDIDATE,1,4439
10794509,FALSE POSITIVE,,4440
6839010,CANDIDATE,0.987,4441
9775385,CANDIDATE,,4442
6197344,CANDIDATE,0.926,4443
11357664,CANDIDATE,0.949,4444
2576224,FALSE POSITIVE,,4445
3967501,FALSE POSITIVE,0,4446
7272132,CANDIDATE,0.985,4447
6437226,FALSE POSITIVE,,4448
2710623,FALSE POSITIVE,0,4449
3330684,FALSE POSITIVE,0.001,4450
2696703,FALSE POSITIVE,0,4451
7699298,FALSE POSITIVE,0,4452
8430053,CANDIDATE,0.997,4453
7115661,FALSE POSITIVE,0,4454
2853889,FALSE POSITIVE,,4455
12458605,CANDIDATE,0.964,4456
4845862,FALSE POSITIVE,0.002,4457
10130057,FALSE POSITIVE,0,4458
4953173,CANDIDATE,,4459
9838608,FALSE POSITIVE,0,4460
4247811,FALSE POSITIVE,0,4461
6543645,FALSE POSITIVE,0,4462
5352640,CANDIDATE,0.984,4463
8738244,FALSE POSITIVE,0,4464
4157052,FALSE POSITIVE,0,4465
10006641,FALSE POSITIVE,0,4466
10815916,FALSE POSITIVE,0.002,4467
3547760,FALSE POSITIVE,0.981,4468
7281484,FALSE POSITIVE,0,4469
4848115,FALSE POSITIVE,0.002,4470
4048898,CANDIDATE,0.967,4471
5991765,FALSE POSITIVE,0,4472
3962872,FALSE POSITIVE,0,4473
11912911,FALSE POSITIVE,0,4474
7045435,FALSE POSITIVE,0,4475
2972800,FALSE POSITIVE,,4476
8573168,FALSE POSITIVE,0.001,4477
10801249,FALSE POSITIVE,0,4478
4587135,CANDIDATE,0.767,4479
3857860,FALSE POSITIVE,0,4480
5024252,FALSE POSITIVE,,4481
7430876,FALSE POSITIVE,0,4482
4843592,FALSE POSITIVE,0,4483
9602775,FALSE POSITIVE,0,4484
8955709,FALSE POSITIVE,0,4485
7031430,FALSE POSITIVE,0,4486
7133294,CONFIRMED,0.334,4487
4381429,CONFIRMED,0.972,4488
11912916,FALSE POSITIVE,0,4489
12108293,FALSE POSITIVE,0,4490
5301093,FALSE POSITIVE,0,4491
5511659,CANDIDATE,0.967,4492
9640946,FALSE POSITIVE,0,4493
9776186,FALSE POSITIVE,0.281,4494
9752973,FALSE POSITIVE,0,4495
8044600,FALSE POSITIVE,0,4496
10220837,CONFIRMED,0.934,4497
10991239,FALSE POSITIVE,,4498
7583650,CANDIDATE,0.999,4499
9345819,FALSE POSITIVE,0,4500
9180566,FALSE POSITIVE,,4501
3867794,CANDIDATE,0.815,4502
5819801,CANDIDATE,0.506,4503
11092040,FALSE POSITIVE,,4504
4851145,FALSE POSITIVE,0,4505
10292540,FALSE POSITIVE,0,4506
3732894,FALSE POSITIVE,0,4507
6276791,CANDIDATE,0.999,4508
6278762,CONFIRMED,1,4509
6276791,CONFIRMED,0.973,4510
8636600,CONFIRMED,1,4511
10220950,FALSE POSITIVE,0,4512
10140122,CANDIDATE,0.619,4513
5033823,CANDIDATE,1,4514
10342316,FALSE POSITIVE,0,4515
5305399,FALSE POSITIVE,0,4516
3223433,CANDIDATE,1,4517
8803757,CANDIDATE,0.995,4518
12021811,FALSE POSITIVE,0,4519
9479306,CANDIDATE,1,4520
5437762,CANDIDATE,0.965,4521
3962684,FALSE POSITIVE,0,4522
4730442,FALSE POSITIVE,0,4523
9447166,CONFIRMED,0.956,4524
9643043,FALSE POSITIVE,0,4525
8151055,CONFIRMED,0.99,4526
7177555,FALSE POSITIVE,0,4527
3348082,CONFIRMED,0.971,4528
4996057,CANDIDATE,0.794,4529
8349399,CANDIDATE,0.903,4530
6043562,CANDIDATE,0.961,4531
10615440,CONFIRMED,0.919,4532
4919550,CANDIDATE,1,4533
5802292,FALSE POSITIVE,0,4534
5126932,FALSE POSITIVE,0.116,4535
10034146,FALSE POSITIVE,0,4536
4175105,FALSE POSITIVE,0,4537
5645170,CANDIDATE,0.989,4538
8216763,CANDIDATE,0.965,4539
9110610,CANDIDATE,0.753,4540
2437897,FALSE POSITIVE,0,4541
9307966,FALSE POSITIVE,0.072,4542
5556726,FALSE POSITIVE,0,4543
2554853,FALSE POSITIVE,,4544
5208962,CANDIDATE,0.969,4545
7889486,FALSE POSITIVE,0,4546
7889486,FALSE POSITIVE,0,4547
4742188,CANDIDATE,0.255,4548
8301878,CANDIDATE,1,4549
8233802,FALSE POSITIVE,0.001,4550
7510820,CONFIRMED,0.979,4551
10221505,CANDIDATE,0.957,4552
6116035,FALSE POSITIVE,,4553
8958359,FALSE POSITIVE,,4554
11658036,CANDIDATE,0.919,4555
8397947,CANDIDATE,0.866,4556
6665860,CANDIDATE,0.981,4557
7983117,CANDIDATE,1,4558
5480884,FALSE POSITIVE,0,4559
12506417,FALSE POSITIVE,,4560
10187563,FALSE POSITIVE,0,4561
5769810,CANDIDATE,0.798,4562
12071754,CANDIDATE,1,4563
10384298,CANDIDATE,1,4564
3109550,CANDIDATE,0.867,4565
5544450,FALSE POSITIVE,0.996,4566
9307105,FALSE POSITIVE,0,4567
6880517,CONFIRMED,0.97,4568
6615511,CONFIRMED,1,4569
6131130,CANDIDATE,0.964,4570
3632089,CONFIRMED,1,4571
4742452,CANDIDATE,0.937,4572
9959494,FALSE POSITIVE,0,4573
8397947,CONFIRMED,,4574
7906892,CANDIDATE,0.52,4575
4277304,CANDIDATE,0.986,4576
8626325,CANDIDATE,0.625,4577
3098605,CANDIDATE,0.862,4578
11456405,FALSE POSITIVE,0,4579
8320630,CANDIDATE,0,4580
4544684,FALSE POSITIVE,0,4581
9005321,CANDIDATE,,4582
8975368,FALSE POSITIVE,0,4583
9291039,FALSE POSITIVE,0,4584
5168498,FALSE POSITIVE,0.083,4585
10489539,FALSE POSITIVE,0,4586
9569711,CONFIRMED,0.996,4587
12314973,CONFIRMED,0.984,4588
3348082,CONFIRMED,0.912,4589
3632089,CONFIRMED,0.96,4590
5563300,CANDIDATE,0.988,4591
12253769,CANDIDATE,0.904,4592
12735830,CONFIRMED,1,4593
8054719,CANDIDATE,0.969,4594
6592335,CONFIRMED,,4595
5651829,FALSE POSITIVE,0.965,4596
4762283,CANDIDATE,0.837,4597
9094763,FALSE POSITIVE,0,4598
3849187,CANDIDATE,1,4599
2976017,CANDIDATE,0.994,4600
6786224,CANDIDATE,0.999,4601
10338279,FALSE POSITIVE,0,4602
4851239,FALSE POSITIVE,0,4603
5009688,FALSE POSITIVE,0.198,4604
11072016,CANDIDATE,0.919,4605
3245969,CANDIDATE,,4606
10057494,CONFIRMED,0.993,4607
7902003,CANDIDATE,0.877,4608
6587796,CONFIRMED,0.999,4609
9489953,FALSE POSITIVE,0,4610
5305240,FALSE POSITIVE,0,4611
11905409,CANDIDATE,1,4612
9571186,CANDIDATE,1,4613
9838060,FALSE POSITIVE,0,4614
8554701,CONFIRMED,0.974,4615
5389632,FALSE POSITIVE,0.005,4616
9031209,CONFIRMED,0.996,4617
5951416,FALSE POSITIVE,,4618
5612697,CANDIDATE,0.819,4619
8973285,CANDIDATE,,4620
4645833,FALSE POSITIVE,0,4621
8940918,FALSE POSITIVE,0,4622
3758922,CANDIDATE,0.625,4623
8360041,CANDIDATE,0.984,4624
9827596,FALSE POSITIVE,0,4625
9782748,CANDIDATE,0.924,4626
2860656,CANDIDATE,0.798,4627
6206559,FALSE POSITIVE,0,4628
5024429,FALSE POSITIVE,0,4629
9532117,FALSE POSITIVE,0,4630
6928906,FALSE POSITIVE,0,4631
9821151,FALSE POSITIVE,0,4632
8073705,CONFIRMED,0.973,4633
8330548,FALSE POSITIVE,,4634
4271474,CONFIRMED,1,4635
5130983,FALSE POSITIVE,0,4636
11497958,CONFIRMED,0.927,4637
11093538,FALSE POSITIVE,0,4638
11044779,FALSE POSITIVE,0,4639
6438379,FALSE POSITIVE,,4640
9145415,FALSE POSITIVE,,4641
4545926,FALSE POSITIVE,0,4642
9396760,FALSE POSITIVE,,4643
5119619,FALSE POSITIVE,0,4644
9582496,FALSE POSITIVE,,4645
7094944,CANDIDATE,0.82,4646
3343281,FALSE POSITIVE,0.273,4647
2573108,FALSE POSITIVE,0,4648
6425597,CANDIDATE,0.977,4649
9885417,CONFIRMED,1,4650
3336476,FALSE POSITIVE,0,4651
10917433,CANDIDATE,0.961,4652
5091479,CANDIDATE,0.622,4653
9083564,FALSE POSITIVE,0,4654
7335713,FALSE POSITIVE,0,4655
8331612,CONFIRMED,0.95,4656
8874090,CANDIDATE,0.955,4657
8331612,CANDIDATE,0.556,4658
5185765,FALSE POSITIVE,0.065,4659
5965819,CONFIRMED,0.987,4660
5965819,CONFIRMED,0.994,4661
8328916,CANDIDATE,,4662
11294883,FALSE POSITIVE,,4663
3832474,FALSE POSITIVE,,4664
10155029,CANDIDATE,0.333,4665
11618569,CANDIDATE,0.993,4666
11973517,CANDIDATE,,4667
5471566,FALSE POSITIVE,0,4668
7345248,CANDIDATE,,4669
5814013,FALSE POSITIVE,0.001,4670
7117355,FALSE POSITIVE,0,4671
5653072,FALSE POSITIVE,,4672
2707985,FALSE POSITIVE,0,4673
9899141,FALSE POSITIVE,0,4674
8183288,CONFIRMED,0.955,4675
11305996,FALSE POSITIVE,,4676
5965819,CONFIRMED,0.986,4677
6690171,CANDIDATE,0,4678
6859801,FALSE POSITIVE,0,4679
7767733,FALSE POSITIVE,0,4680
5193659,CANDIDATE,0.988,4681
5201593,FALSE POSITIVE,0,4682
6220312,CANDIDATE,0.777,4683
6358937,CANDIDATE,0.744,4684
9007609,FALSE POSITIVE,0,4685
11038580,FALSE POSITIVE,,4686
7771181,CANDIDATE,0.944,4687
9509223,FALSE POSITIVE,0,4688
6720773,FALSE POSITIVE,0,4689
8056651,FALSE POSITIVE,,4690
4665991,FALSE POSITIVE,0,4691
10191036,FALSE POSITIVE,0,4692
8280511,CONFIRMED,0.975,4693
10420301,FALSE POSITIVE,0,4694
4366323,CANDIDATE,0.736,4695
2853029,CANDIDATE,0.923,4696
12156174,CONFIRMED,0.502,4697
4634135,FALSE POSITIVE,0,4698
6955671,CANDIDATE,1,4699
5097856,CANDIDATE,0.23,4700
4736644,CONFIRMED,0.993,4701
5876805,FALSE POSITIVE,0,4702
5818068,FALSE POSITIVE,0,4703
10139390,FALSE POSITIVE,,4704
8278073,CANDIDATE,0.994,4705
5273713,FALSE POSITIVE,0.001,4706
3526331,FALSE POSITIVE,0,4707
10810859,CANDIDATE,0.414,4708
7017274,CANDIDATE,0.995,4709
6767227,CANDIDATE,0.875,4710
11496490,FALSE POSITIVE,,4711
1430305,FALSE POSITIVE,,4712
7117549,FALSE POSITIVE,0,4713
2986833,CANDIDATE,0.988,4714
12055539,CONFIRMED,1,4715
12056139,CONFIRMED,0.966,4716
11853130,CANDIDATE,0.968,4717
4774646,FALSE POSITIVE,0,4718
9345933,CANDIDATE,0.865,4719
10030778,FALSE POSITIVE,0,4720
7870282,FALSE POSITIVE,0,4721
11153259,FALSE POSITIVE,,4722
9021075,CONFIRMED,0.941,4723
5783938,FALSE POSITIVE,,4724
11338056,CANDIDATE,0.973,4725
3445812,FALSE POSITIVE,0,4726
4473613,CONFIRMED,0.995,4727
10676750,CANDIDATE,0.78,4728
8960918,FALSE POSITIVE,0.001,4729
4647662,FALSE POSITIVE,0,4730
9822284,FALSE POSITIVE,1,4731
8940700,FALSE POSITIVE,,4732
9581589,CANDIDATE,0.987,4733
11804437,CANDIDATE,,4734
9850966,FALSE POSITIVE,0,4735
8747009,FALSE POSITIVE,,4736
8826007,CONFIRMED,0.99,4737
8280511,CANDIDATE,0.895,4738
8620402,CONFIRMED,1,4739
8379021,FALSE POSITIVE,1,4740
8104030,FALSE POSITIVE,0,4741
4813793,CANDIDATE,0.867,4742
5282477,FALSE POSITIVE,0,4743
7266212,CANDIDATE,0.994,4744
6681546,FALSE POSITIVE,,4745
6421137,FALSE POSITIVE,,4746
9893278,FALSE POSITIVE,,4747
9419020,CANDIDATE,0.17,4748
4548162,FALSE POSITIVE,,4749
4270799,CANDIDATE,0.854,4750
8811490,CANDIDATE,0.998,4751
7293937,FALSE POSITIVE,0,4752
8043721,FALSE POSITIVE,0.216,4753
7985733,FALSE POSITIVE,0,4754
8094120,CANDIDATE,0.979,4755
6522824,FALSE POSITIVE,0,4756
6802536,FALSE POSITIVE,,4757
4750341,FALSE POSITIVE,0,4758
9935642,CANDIDATE,1,4759
6612327,FALSE POSITIVE,0,4760
7285757,CANDIDATE,0.963,4761
7285757,CANDIDATE,1,4762
5211922,FALSE POSITIVE,0,4763
5280587,CONFIRMED,0.997,4764
8129005,FALSE POSITIVE,0,4765
4840156,FALSE POSITIVE,0,4766
4138008,CONFIRMED,0.993,4767
4262040,CANDIDATE,1,4768
6468904,FALSE POSITIVE,0.998,4769
5709906,FALSE POSITIVE,0.823,4770
4840672,CANDIDATE,0.413,4771
9777556,FALSE POSITIVE,0,4772
7287677,CANDIDATE,0.848,4773
10753922,FALSE POSITIVE,0,4774
5980061,FALSE POSITIVE,0,4775
7692248,CANDIDATE,,4776
4059887,FALSE POSITIVE,0,4777
8288741,FALSE POSITIVE,,4778
6852354,FALSE POSITIVE,,4779
6691169,CANDIDATE,0.999,4780
5816811,FALSE POSITIVE,,4781
5303346,FALSE POSITIVE,0,4782
3858879,FALSE POSITIVE,0,4783
8280511,CANDIDATE,0.795,4784
3120904,CONFIRMED,0.994,4785
3342467,FALSE POSITIVE,0,4786
11757451,CONFIRMED,0.877,4787
2711597,FALSE POSITIVE,0,4788
8047428,CONFIRMED,0.98,4789
11513486,CONFIRMED,0.996,4790
4851283,FALSE POSITIVE,0,4791
6520519,CANDIDATE,0.825,4792
9459162,CANDIDATE,0.998,4793
5024138,FALSE POSITIVE,0,4794
9969287,CANDIDATE,0.987,4795
9086001,FALSE POSITIVE,,4796
4927734,FALSE POSITIVE,0,4797
11189311,CONFIRMED,0.899,4798
10747501,CANDIDATE,0.983,4799
10586744,CANDIDATE,0.526,4800
11970050,CANDIDATE,1,4801
10031918,FALSE POSITIVE,0,4802
5276332,FALSE POSITIVE,0.265,4803
3544640,CONFIRMED,1,4804
10653179,CONFIRMED,1,4805
12066569,CONFIRMED,0.996,4806
6497146,CONFIRMED,1,4807
8625813,FALSE POSITIVE,0,4808
4651399,FALSE POSITIVE,0.103,4809
5308296,CANDIDATE,0.977,4810
9953575,FALSE POSITIVE,,4811
7887890,FALSE POSITIVE,,4812
3122872,CANDIDATE,0.999,4813
4544628,FALSE POSITIVE,0,4814
9702945,CANDIDATE,,4815
11401253,CANDIDATE,0.878,4816
7052511,FALSE POSITIVE,,4817
4764774,FALSE POSITIVE,0.001,4818
10549902,CANDIDATE,0.971,4819
12416597,CANDIDATE,0.921,4820
11135694,CANDIDATE,0.933,4821
9910828,FALSE POSITIVE,0,4822
10065053,CANDIDATE,,4823
11867608,FALSE POSITIVE,,4824
8016691,CONFIRMED,0.945,4825
6584273,CONFIRMED,0.949,4826
5768816,CONFIRMED,0.834,4827
3644071,FALSE POSITIVE,0,4828
5360974,FALSE POSITIVE,0,4829
10291589,CANDIDATE,0.964,4830
10118266,CANDIDATE,0.999,4831
5695615,CANDIDATE,0.978,4832
4670267,FALSE POSITIVE,0,4833
7435780,FALSE POSITIVE,0,4834
8938937,FALSE POSITIVE,0.406,4835
5651846,CANDIDATE,0.989,4836
10556180,FALSE POSITIVE,,4837
12401132,CANDIDATE,0.99,4838
12401132,FALSE POSITIVE,,4839
8308070,FALSE POSITIVE,,4840
6424561,CANDIDATE,0.942,4841
6956136,FALSE POSITIVE,0,4842
10661917,FALSE POSITIVE,0,4843
10000162,CANDIDATE,,4844
7799701,FALSE POSITIVE,0,4845
6233483,FALSE POSITIVE,0,4846
5392871,FALSE POSITIVE,0,4847
3858851,FALSE POSITIVE,0,4848
3858917,FALSE POSITIVE,0,4849
4466356,FALSE POSITIVE,0,4850
7949593,CANDIDATE,0.929,4851
9474232,FALSE POSITIVE,0,4852
3859151,FALSE POSITIVE,0,4853
7098255,CANDIDATE,0.976,4854
11456279,FALSE POSITIVE,,4855
4670361,CANDIDATE,0.381,4856
5398002,FALSE POSITIVE,0,4857
6680911,FALSE POSITIVE,,4858
10356124,FALSE POSITIVE,0,4859
10584140,CANDIDATE,1,4860
8233326,CANDIDATE,0.864,4861
4940203,CANDIDATE,0.987,4862
6286161,FALSE POSITIVE,0,4863
5385471,FALSE POSITIVE,0,4864
6368175,CONFIRMED,0.846,4865
5471158,FALSE POSITIVE,0,4866
4847843,FALSE POSITIVE,0,4867
5120225,FALSE POSITIVE,0,4868
9656543,FALSE POSITIVE,0,4869
10751515,FALSE POSITIVE,0,4870
3348093,FALSE POSITIVE,0,4871
6182846,FALSE POSITIVE,0,4872
4939346,CONFIRMED,0.989,4873
6442602,FALSE POSITIVE,0.113,4874
9851126,FALSE POSITIVE,0,4875
6268648,CANDIDATE,1,4876
11455428,CONFIRMED,0.901,4877
10484409,FALSE POSITIVE,0.001,4878
10935993,CANDIDATE,0.999,4879
5257082,CANDIDATE,0.955,4880
5796185,FALSE POSITIVE,0,4881
8628665,CANDIDATE,1,4882
3945802,FALSE POSITIVE,0.018,4883
6265665,CONFIRMED,0.969,4884
5881307,CANDIDATE,0.708,4885
4645174,CONFIRMED,0.995,4886
4645174,CANDIDATE,0.997,4887
8719419,FALSE POSITIVE,0,4888
9028474,FALSE POSITIVE,0,4889
4349442,FALSE POSITIVE,0,4890
6124137,CANDIDATE,0.991,4891
3644542,FALSE POSITIVE,0,4892
6182849,FALSE POSITIVE,0,4893
9851142,FALSE POSITIVE,0,4894
3442054,FALSE POSITIVE,0,4895
4079530,FALSE POSITIVE,0,4896
6445531,FALSE POSITIVE,0,4897
10677186,FALSE POSITIVE,0,4898
9025914,FALSE POSITIVE,0,4899
9366988,FALSE POSITIVE,0.003,4900
11657614,CANDIDATE,0.903,4901
11657614,CONFIRMED,0.996,4902
5687986,CANDIDATE,0.318,4903
11125797,CANDIDATE,0.998,4904
9785921,CANDIDATE,0.994,4905
3102000,FALSE POSITIVE,0,4906
6599975,CONFIRMED,0.974,4907
8266276,FALSE POSITIVE,0.022,4908
5887316,FALSE POSITIVE,0.362,4909
4282191,CONFIRMED,0.998,4910
3559860,CANDIDATE,0.179,4911
10651945,FALSE POSITIVE,0,4912
7117003,FALSE POSITIVE,0,4913
3240159,FALSE POSITIVE,0,4914
6147851,FALSE POSITIVE,0.001,4915
9658118,FALSE POSITIVE,0,4916
7132542,FALSE POSITIVE,0,4917
8589754,FALSE POSITIVE,0,4918
3757590,FALSE POSITIVE,0.695,4919
2437149,FALSE POSITIVE,0,4920
9715925,FALSE POSITIVE,0,4921
9529733,FALSE POSITIVE,0,4922
9613070,FALSE POSITIVE,0,4923
9967771,CONFIRMED,1,4924
10845188,FALSE POSITIVE,0,4925
6543893,CANDIDATE,0.986,4926
5709103,FALSE POSITIVE,0,4927
6705026,CONFIRMED,0.969,4928
6705026,CANDIDATE,0.949,4929
6779726,CONFIRMED,0.999,4930
3098843,FALSE POSITIVE,,4931
5553959,CANDIDATE,1,4932
7288306,CONFIRMED,0.985,4933
5887393,FALSE POSITIVE,0.048,4934
5384713,CANDIDATE,1,4935
5384713,CANDIDATE,0,4936
5384713,CANDIDATE,0.977,4937
11860395,CONFIRMED,0.861,4938
5456023,FALSE POSITIVE,0,4939
6187888,FALSE POSITIVE,0,4940
9529744,CONFIRMED,0.971,4941
12021387,FALSE POSITIVE,0.99,4942
8044608,FALSE POSITIVE,0,4943
8760135,FALSE POSITIVE,0,4944
4073707,FALSE POSITIVE,0,4945
5730394,FALSE POSITIVE,0,4946
6451368,CANDIDATE,0.993,4947
6956216,FALSE POSITIVE,0,4948
6137704,FALSE POSITIVE,0,4949
10275074,FALSE POSITIVE,0,4950
9110346,FALSE POSITIVE,0,4951
10259301,FALSE POSITIVE,0,4952
2995392,CONFIRMED,0.99,4953
3120308,FALSE POSITIVE,0,4954
9991621,FALSE POSITIVE,0,4955
8078502,CONFIRMED,0.916,4956
8644365,CANDIDATE,1,4957
5888187,CANDIDATE,0.656,4958
2852528,FALSE POSITIVE,0,4959
3348216,CANDIDATE,0.982,4960
7032421,FALSE POSITIVE,,4961
10798838,FALSE POSITIVE,0,4962
8560940,FALSE POSITIVE,0,4963
10793576,CANDIDATE,1,4964
10292238,FALSE POSITIVE,0,4965
8733497,FALSE POSITIVE,0,4966
4255422,FALSE POSITIVE,0,4967
9837544,FALSE POSITIVE,0,4968
7877824,FALSE POSITIVE,0,4969
6469946,FALSE POSITIVE,0,4970
6947164,FALSE POSITIVE,0,4971
6233903,FALSE POSITIVE,0,4972
7212066,FALSE POSITIVE,0,4973
7212066,FALSE POSITIVE,,4974
7047922,CANDIDATE,0.986,4975
6675060,FALSE POSITIVE,0,4976
5716508,FALSE POSITIVE,0.003,4977
10518735,FALSE POSITIVE,0,4978
6975129,CONFIRMED,1,4979
8644365,CONFIRMED,0.982,4980
9489947,FALSE POSITIVE,0,4981
6960487,FALSE POSITIVE,0,4982
5894182,CANDIDATE,0.322,4983
6309264,FALSE POSITIVE,0,4984
7021177,FALSE POSITIVE,0,4985
7122259,FALSE POSITIVE,0,4986
6947668,CANDIDATE,1,4987
6364582,CONFIRMED,1,4988
6190535,FALSE POSITIVE,0.077,4989
9834257,FALSE POSITIVE,0,4990
10290666,CANDIDATE,0.985,4991
9529744,CONFIRMED,1,4992
10748621,FALSE POSITIVE,0,4993
4824268,FALSE POSITIVE,0,4994
6527016,FALSE POSITIVE,0,4995
6431670,FALSE POSITIVE,0,4996
7376500,FALSE POSITIVE,0,4997
9636559,FALSE POSITIVE,0,4998
8095110,FALSE POSITIVE,0,4999
11499263,FALSE POSITIVE,0,5000
10328393,CONFIRMED,1,5001
9775253,FALSE POSITIVE,0,5002
3858988,FALSE POSITIVE,0,5003
3848966,CANDIDATE,0.993,5004
10798605,FALSE POSITIVE,0,5005
5895083,FALSE POSITIVE,0,5006
9452897,CANDIDATE,0.993,5007
9714123,FALSE POSITIVE,0,5008
6118370,CONFIRMED,0.925,5009
2717158,CONFIRMED,1,5010
6209677,CANDIDATE,0.999,5011
6198256,FALSE POSITIVE,0.318,5012
9664276,CANDIDATE,0.992,5013
2437112,FALSE POSITIVE,0,5014
7987086,FALSE POSITIVE,0,5015
7374746,FALSE POSITIVE,0,5016
8668810,FALSE POSITIVE,0,5017
6519865,FALSE POSITIVE,0,5018
8868907,FALSE POSITIVE,0,5019
3865298,FALSE POSITIVE,,5020
10091110,FALSE POSITIVE,0.002,5021
10091110,FALSE POSITIVE,0,5022
3542574,FALSE POSITIVE,0,5023
3544694,FALSE POSITIVE,0,5024
11521793,CONFIRMED,0.998,5025
9085563,CONFIRMED,0.966,5026
11337372,CONFIRMED,1,5027
7748487,CANDIDATE,0.997,5028
3219037,CANDIDATE,1,5029
5952448,FALSE POSITIVE,0,5030
5710069,CANDIDATE,0.951,5031
9967009,CANDIDATE,0.842,5032
9967009,CANDIDATE,0.9,5033
11874338,FALSE POSITIVE,0,5034
9763612,CONFIRMED,0,5035
6199716,FALSE POSITIVE,0,5036
9468384,FALSE POSITIVE,0,5037
8868364,FALSE POSITIVE,0.45,5038
10092312,FALSE POSITIVE,0,5039
3964545,FALSE POSITIVE,0,5040
9656397,FALSE POSITIVE,0,5041
5444491,FALSE POSITIVE,0,5042
3735629,FALSE POSITIVE,0,5043
8244173,FALSE POSITIVE,0,5044
6546508,FALSE POSITIVE,0,5045
9886224,FALSE POSITIVE,0.012,5046
3735634,FALSE POSITIVE,0,5047
5730380,FALSE POSITIVE,0,5048
6058875,FALSE POSITIVE,0,5049
10735564,FALSE POSITIVE,0,5050
6200810,CANDIDATE,0.969,5051
3561464,CONFIRMED,0.002,5052
3561464,CANDIDATE,0.996,5053
5962509,FALSE POSITIVE,0,5054
3561464,CANDIDATE,0.994,5055
6359802,FALSE POSITIVE,0,5056
7121885,FALSE POSITIVE,0,5057
5213404,CONFIRMED,0.999,5058
4844470,CANDIDATE,0.955,5059
6205566,FALSE POSITIVE,0,5060
11551692,CONFIRMED,0.967,5061
9995771,CANDIDATE,0.733,5062
7287391,FALSE POSITIVE,0,5063
6756202,FALSE POSITIVE,0,5064
10215869,FALSE POSITIVE,0,5065
5456319,FALSE POSITIVE,0,5066
2307206,FALSE POSITIVE,0,5067
7025540,FALSE POSITIVE,0,5068
7620844,FALSE POSITIVE,0,5069
6677267,FALSE POSITIVE,0,5070
7732791,FALSE POSITIVE,0,5071
5736801,FALSE POSITIVE,0,5072
8177798,FALSE POSITIVE,0,5073
10489521,FALSE POSITIVE,0,5074
12643582,FALSE POSITIVE,0,5075
9328641,FALSE POSITIVE,0,5076
9966219,CANDIDATE,0.996,5077
5991070,FALSE POSITIVE,0.424,5078
5531953,CANDIDATE,0.329,5079
3757778,FALSE POSITIVE,0,5080
11754430,CONFIRMED,0.849,5081
9995771,CONFIRMED,1,5082
11875511,FALSE POSITIVE,0,5083
6231721,CANDIDATE,0.95,5084
9536108,CANDIDATE,0.972,5085
8905246,CANDIDATE,1,5086
5213230,CONFIRMED,0.978,5087
3326377,CONFIRMED,1,5088
6233466,FALSE POSITIVE,0,5089
5460434,CANDIDATE,0,5090
11249624,FALSE POSITIVE,0,5091
6426592,FALSE POSITIVE,0.522,5092
8491745,FALSE POSITIVE,0,5093
3970117,FALSE POSITIVE,0,5094
11147814,FALSE POSITIVE,0,5095
10922659,CONFIRMED,0.97,5096
8892720,FALSE POSITIVE,0,5097
