# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar 12 08:21:15 2022
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN tid:            TESS Input Catalog ID
#
tfopwg_disp,tid
PC,32498058
PC,350299588
PC,313889049
PC,44647437
PC,50379036
PC,358253047
PC,237332812
PC,176797879
PC,332715376
PC,260655847
PC,149389419
FP,300011941
PC,273418421
FP,133505138
FP,44745077
PC,52307802
PC,334632624
PC,238164799
PC,325682877
PC,4070275
PC,413343957
PC,297361900
PC,313675203
PC,314724818
PC,278862750
KP,32499655
PC,335040423
PC,450649506
PC,401980624
PC,315350812
PC,308191940
FP,343708863
PC,250306572
PC,394918211
PC,394721720
PC,97766057
PC,468880077
PC,169958952
PC,305767364
PC,32460142
PC,384744828
PC,259230140
PC,22186226
PC,350575997
PC,33350443
PC,313554509
PC,41387532
KP,13021029
PC,369345064
PC,66620917
PC,429791387
PC,107440797
PC,341805908
PC,218483943
FP,379723086
FP,107728509
PC,214243287
PC,464646604
FP,143350972
PC,231630147
PC,178170828
PC,197807778
PC,350931281
PC,342314656
PC,177254988
PC,206541859
PC,207238953
PC,260189643
PC,382200986
FP,316916655
KP,366484980
PC,35315453
PC,142019343
FP,1405997635
PC,1234810324
PC,79605791
PC,208297760
PC,295593712
PC,352229268
CP,70899085
PC,362709886
PC,141412823
PC,263748033
FP,344600402
PC,326386495
PC,106940971
KP,271354351
PC,207339000
KP,271042217
PC,233188747
KP,117979897
PC,362222177
KP,121660904
PC,198610218
PC,158551257
KP,63452790
KP,122596693
PC,420268415
PC,237205154
PC,22233480
PC,267545252
PC,179034327
KP,164786087
PC,23982469
PC,446158352
PC,158241252
PC,158241252
PC,158167408
KP,158388163
KP,137899948
PC,153937417
KP,138359318
PC,322046084
PC,14091704
PC,373017346
PC,23229805
PC,229581160
PC,243333538
KP,48217457
KP,138644215
KP,27774415
KP,299220166
PC,229671380
PC,230129753
APC,1449640
PC,461635621
PC,149282072
APC,76420654
PC,8599009
PC,441589581
PC,157236902
KP,268604331
KP,48506505
PC,441763252
KP,75262942
APC,14091633
KP,256364928
KP,27318774
KP,63211674
KP,122441491
KP,264508014
KP,159098316
KP,399794420
APC,64531556
PC,233823679
PC,126606859
CP,1528696
KP,377873569
PC,239332587
KP,27990610
KP,209752908
PC,272707711
KP,137903329
KP,99224131
PC,193754373
KP,269269546
KP,267572272
KP,139528693
KP,268924036
PC,193336820
PC,298297931
PC,263218688
PC,40466976
PC,120826158
PC,120826158
PC,275758701
PC,436166416
FP,305943739
PC,120183168
APC,77951245
PC,406190563
PC,22069559
FP,239372503
PC,167719618
PC,349972412
PC,349972412
PC,150299840
PC,434105094
PC,179582003
PC,170789802
PC,319610598
CP,257605131
CP,257605131
CP,257605131
PC,340458804
PC,333674399
PC,333674399
KP,243014114
PC,408261725
KP,436875934
PC,456862677
KP,85593751
KP,301289516
KP,398572544
PC,419957393
KP,139733308
KP,404243877
KP,439842788
FP,369480087
KP,427332229
PC,333657795
KP,36592530
KP,39926974
PC,380887434
FA,376981340
PC,384888319
KP,452808876
KP,35022727
KP,262662119
KP,376939759
KP,418761354
KP,437704321
KP,26017005
KP,380907135
PC,251039147
KP,262715204
KP,262715204
KP,102264230
APC,153077621
PC,388816604
APC,293432942
PC,4464022
PC,435336785
KP,435339847
KP,610976842
PC,25911962
KP,206284139
PC,21130820
PC,9030119
CP,98796344
PC,400972123
PC,204650483
PC,248250955
PC,383721338
PC,369768787
PC,141770198
PC,107018378
PC,258917846
PC,220414682
PC,271169413
FP,77228304
PC,307716123
PC,33716474
PC,349576261
PC,418255064
PC,400786146
PC,381897917
PC,269728501
PC,307849973
PC,307849973
PC,447088034
PC,149126400
PC,89256802
KP,137402055
KP,48451130
PC,154940895
PC,362103298
PC,298428237
PC,372759746
PC,157667414
KP,138364831
PC,154474036
KP,27769688
PC,64071894
PC,219742885
KP,273231214
PC,219854519
FA,103604037
KP,120255950
PC,233529335
PC,416534875
KP,137683938
PC,48031665
KP,164458714
APC,38603673
PC,154923406
PC,356868487
KP,122785299
KP,399954349
KP,158555987
KP,159725995
PC,86951294
PC,68573534
PC,29017001
PC,307809773
PC,307809773
FP,9804616
PC,232608943
PC,349071261
PC,467651916
PC,437856897
KP,27039476
PC,19155785
KP,68577662
PC,28294709
PC,427740976
PC,118820486
PC,4646810
PC,1950736
PC,68646526
KP,97735908
APC,436652523
PC,408809625
PC,84599716
PC,258796169
PC,18373995
KP,284326455
PC,238586172
PC,420049884
PC,171160243
KP,293457754
APC,94727308
KP,56399553
KP,84339983
PC,58472992
PC,241442273
PC,89702406
KP,404421005
PC,304339227
FP,176831592
PC,292202337
PC,313006381
PC,336075472
PC,307958020
PC,17150865
FP,337129672
FP,405484221
PC,306485267
PC,58824746
PC,91251292
FP,398733009
PC,337216118
PC,436873727
PC,336961891
PC,270355392
PC,387423096
PC,46698351
PC,286696849
PC,303204165
KP,257774438
PC,404713783
KP,270380593
PC,60646268
PC,147302550
PC,139877968
PC,238854767
PC,99648579
PC,209310912
PC,120523488
PC,434110695
PC,224279091
PC,178215634
KP,4616072
PC,435259601
PC,441135051
PC,166778944
PC,237358490
PC,299551666
PC,165201455
PC,165202476
PC,422884521
PC,142938659
FP,71401634
FP,20178111
PC,404506270
PC,439873430
PC,332911893
PC,118573065
PC,89062142
PC,279095914
PC,219225319
PC,100974694
PC,206717400
PC,283605976
KP,33521996
PC,31258738
PC,248689510
FP,449197624
FP,264460005
PC,399757537
PC,431693152
PC,316875094
PC,302759417
PC,245793479
PC,396935099
CP,33692729
APC,455033897
PC,200321577
PC,153723304
APC,117843365
PC,50745119
PC,139550876
PC,243011228
PC,250189842
PC,411781649
PC,34395020
PC,37770169
PC,468911753
PC,9344899
PC,248690688
PC,293514367
APC,455030519
PC,436637677
PC,37117064
PC,322825139
PC,232194097
PC,317328621
KP,47911178
PC,144486060
PC,177718896
PC,317089770
APC,102542376
PC,251111783
FP,268372005
PC,268689126
PC,269190305
PC,234958949
PC,306363166
APC,52280468
PC,124322274
PC,229210014
PC,142530031
PC,322824542
PC,119638424
PC,26587613
PC,409009431
PC,39824732
PC,270716565
PC,52738649
KP,52640302
PC,97866515
PC,438368981
PC,78489364
PC,438149332
PC,97714451
PC,280292434
PC,265619984
PC,142532090
APC,247873937
PC,281716779
KP,59843967
PC,72097808
PC,291198795
PC,237637903
PC,23725901
PC,293931909
PC,269278156
PC,160180298
PC,235078021
PC,59770954
PC,153412485
PC,100608026
PC,317189702
PC,291580615
PC,237700098
PC,306604742
PC,61344769
PC,267197567
PC,119556803
PC,53744258
PC,34524670
PC,49705089
PC,156987351
PC,291332861
PC,440849210
PC,119069946
PC,143072696
PC,268456052
PC,21747057
PC,271307949
PC,157127081
PC,108940329
PC,333814134
KP,170102285
PC,112110888
APC,266441563
PC,455153906
PC,415276070
PC,148129139
PC,412521892
PC,196286578
PC,170368805
PC,145163386
PC,170221808
FP,172464366
PC,231937828
PC,176242778
APC,423128096
APC,218988652
PC,409207712
PC,50751260
PC,127012328
PC,431981595
PC,156999527
PC,134221850
KP,306362738
PC,452903647
PC,100389539
APC,265350422
PC,65949719
PC,95589845
PC,107090327
PC,65905621
PC,265011923
PC,274137295
PC,65805840
PC,317548889
PC,280307604
PC,419092044
PC,50575306
PC,19117967
PC,320341952
PC,7976072
PC,96317115
PC,174546820
FP,126772538
PC,143724857
CP,339672028
PC,281225729
PC,334414389
PC,81744640
PC,333810741
PC,32004914
PC,19447218
PC,156990000
PC,60074373
PC,181422954
PC,82739585
FP,365639282
PC,394223845
PC,354937825
PC,52936161
PC,348756659
PC,179687771
PC,53047383
PC,17683158
FP,332630868
PC,291469139
FP,268439377
KP,393414358
PC,1260235
PC,17896514
PC,186470968
PC,176442805
PC,77550515
PC,434428836
PC,231559817
PC,19612445
PC,374200604
PC,38118291
FP,427348923
FP,80029842
PC,453060368
PC,131034657
PC,258051471
PC,143994382
PC,26305150
FP,418971787
PC,186541435
PC,134596619
PC,132534906
FP,427352241
PC,332705008
PC,60377863
PC,74712191
PC,74530173
PC,70780410
PC,44514807
PC,428685938
PC,35972578
PC,262499797
PC,152467154
PC,260708537
PC,335590096
PC,71341774
PC,322807371
PC,143032776
PC,48274889
PC,143059017
PC,35758536
PC,74484423
PC,362370757
PC,71221700
PC,31852980
PC,31852980
PC,446135868
PC,168158622
PC,310822679
PC,228694725
PC,463754499
PC,133512515
PC,458300989
PC,447054140
PC,144155193
PC,45465399
CP,452866790
PC,245099574
PC,359735804
PC,458331312
PC,446463666
PC,80681136
PC,72504752
PC,457743020
PC,274911400
PC,309292963
PC,441936163
KP,455096220
PC,92004082
PC,458199018
PC,6010784
PC,441234277
PC,469333534
PC,463365347
PC,438278301
PC,81693792
PC,124235800
PC,376610581
KP,455135327
PC,425508314
PC,107017977
FP,358072664
PC,457789844
PC,464388115
PC,463011281
PC,385459345
PC,447585233
PC,356835341
PC,272211398
KP,468987719
PC,303327435
PC,303814029
PC,219769290
PC,72401290
PC,49254857
PC,440937096
KP,454069765
PC,317362389
PC,60859922
PC,155419920
KP,17746821
PC,132611413
PC,404227343
PC,411943564
PC,219181903
PC,307099276
PC,399847887
PC,454828937
PC,376421071
PC,448820344
PC,359403471
PC,19025965
PC,307221757
PC,296850254
PC,148772620
PC,35106764
FP,292797572
PC,412635642
PC,68030406
PC,241638905
PC,457018819
PC,149109125
PC,19519368
PC,237929468
PC,77680373
PC,166242494
PC,418567812
PC,242190195
PC,332017079
FP,319783554
PC,382975217
PC,160476088
PC,401028336
KP,22529346
PC,245341495
PC,448435566
PC,400073524
PC,405571798
PC,147723246
PC,188865842
PC,8005485
PC,412485680
PC,457649900
PC,290337456
APC,88977253
PC,329672278
PC,420202798
PC,210681065
PC,407827885
FP,406443564
PC,129890791
PC,295507430
PC,243476396
PC,253961767
PC,406106335
FP,108645766
PC,359523751
PC,453942180
PC,149585119
PC,397522142
PC,148478039
PC,304085024
PC,210629725
PC,68081952
PC,145204443
PC,311736478
APC,121338379
PC,200435203
PC,14029793
PC,46627476
PC,80137654
PC,177391159
PC,294315741
PC,5592720
PC,293607057
PC,445392860
PC,303385111
PC,123702439
PC,295312916
PC,247180220
PC,362111691
PC,360221713
PC,277128619
PC,294295243
PC,384709136
PC,340624586
PC,76228620
PC,33227166
PC,134200185
PC,179230828
PC,179230828
PC,95709395
PC,418471116
PC,301900477
PC,384386062
PC,282485660
PC,449107129
PC,424196109
PC,150531994
PC,463781038
KP,134537478
PC,276735500
PC,418298773
PC,245728942
PC,287494667
PC,362032529
PC,221656234
PC,68322189
PC,302054555
PC,294691204
PC,420829332
PC,172193428
PC,310266243
PC,403405969
PC,208772468
PC,213111428
PC,344130921
PC,217838717
PC,161247580
PC,361711730
PC,76894548
PC,154400369
CP,186812530
PC,444290896
PC,46807139
PC,283665218
PC,318180448
PC,306990399
PC,401509690
PC,406726743
PC,263486257
PC,127115861
PC,396649769
FP,219164808
PC,412828754
PC,324609476
PC,282221346
PC,75522633
PC,298946836
PC,297950791
PC,306512967
PC,291857895
PC,323022088
PC,261020738
KP,268644785
PC,282701278
PC,217933560
PC,208151094
PC,324426685
PC,401704685
PC,407146538
PC,216925130
PC,37291237
PC,277034534
PC,458027465
FP,274138511
PC,16264917
PC,214218272
PC,294768072
PC,173979859
PC,407127579
KP,243244680
PC,56655478
KP,117275513
KP,366631954
PC,381360757
PC,348538431
PC,319968129
KP,307733361
KP,7059054
PC,458686969
KP,6893917
FP,23113034
PC,303432813
PC,87873211
PC,303523128
FP,69672493
KP,425206121
KP,17409453
KP,203214138
PC,437011608
KP,5882269
PC,438260486
PC,6785559
KP,178217113
KP,18310799
PC,234388232
PC,234388232
KP,330687113
CP,453211454
CP,453211454
KP,184892124
PC,438073782
PC,90853136
KP,63189173
KP,19028197
KP,434226736
KP,26826078
KP,203214081
KP,14770122
PC,91481801
PC,238086647
PC,349582831
KP,366410512
APC,82508808
PC,366443576
PC,415443327
PC,203287192
PC,59351345
PC,97735297
PC,350348197
PC,411930845
KP,440777904
PC,239977528
KP,203289099
PC,337385330
PC,2685481
PC,26693519
PC,366499151
PC,149496868
PC,26469462
PC,438412198
PC,75427473
PC,119292328
PC,119292328
PC,58723861
KP,366568760
PC,116668723
KP,332022997
KP,332022997
FP,306902029
PC,247906954
PC,27064468
PC,27064468
PC,438170612
PC,406495245
PC,101520163
FP,431999925
PC,75589027
PC,350043412
APC,114516994
FP,312221462
PC,95010343
PC,172110606
KP,175236511
PC,14570132
KP,38087018
PC,95337971
KP,366576758
PC,175193677
KP,350020859
KP,393495970
PC,281837575
PC,281837575
KP,380619414
KP,281885301
KP,173103335
PC,95361530
PC,291517604
PC,286094277
PC,366622912
PC,40954422
PC,388130237
PC,257527578
PC,124029677
PC,240849748
KP,388811663
PC,468889418
APC,38161230
PC,337647366
PC,286712787
APC,318937509
PC,4165850
PC,277697921
KP,60286662
KP,115010361
KP,6892385
PC,349986198
PC,59582240
PC,458686504
KP,363548415
PC,350023518
FP,308307606
KP,330690135
PC,110996418
PC,53287554
KP,98669309
PC,49428710
PC,55266835
PC,437054764
PC,350033870
KP,149969625
PC,288671122
PC,264979636
PC,346972413
PC,346667887
PC,99654378
PC,298829544
PC,28643432
PC,462808933
PC,68453985
PC,441590110
PC,141677268
PC,408549705
CP,218795833
PC,289574465
PC,359469754
PC,336125492
PC,336126253
PC,288612903
PC,357145112
PC,383828887
PC,219431828
FP,193628179
PC,298049015
PC,148479278
PC,21101556
PC,267810289
PC,320324079
PC,158323182
PC,65845738
PC,419411415
PC,159117779
PC,147892178
PC,110738386
PC,111108561
PC,27649847
PC,265979849
PC,215595454
PC,424699834
PC,247356332
PC,7583660
PC,236632480
PC,256561562
PC,215018906
PC,259172249
PC,378708888
PC,19451711
PC,394691478
PC,233409941
PC,30791047
PC,377297285
PC,406361982
PC,383645563
PC,195093356
PC,313453776
PC,154014059
PC,288428649
FA,93125144
PC,55778666
FP,105387356
PC,69356857
PC,259100469
PC,335681838
PC,154814765
PC,193765661
PC,435740442
PC,219016883
PC,230290708
FA,365690646
PC,40055053
PC,305948428
PC,426122503
PC,322504451
PC,352151292
PC,123041007
FP,295807723
PC,289307883
PC,256154857
PC,185598695
PC,71512186
PC,278105308
PC,436007113
PC,395385033
PC,284660935
PC,126225595
PC,158325942
PC,356146869
PC,185226925
PC,147895461
PC,375419034
PC,200593988
FP,326347927
PC,402828941
PC,274122380
PC,275527293
PC,435719275
PC,219847787
FP,312899686
PC,153971295
PC,202468443
PC,359321688
PC,148228019
PC,424112727
PC,296461391
PC,278668358
PC,172871230
PC,356682805
PC,219466803
PC,282935857
PC,276381737
PC,264301607
PC,7681574
FP,403693875
PC,194679333
PC,405932063
PC,329346586
PC,399956873
PC,171312653
PC,250330564
PC,301035553
PC,909930
PC,857186
PC,176279915
FP,438490744
PC,224217761
PC,250983039
PC,33397739
PC,250111245
PC,422486295
PC,4619242
PC,241102583
PC,422423972
PC,313835568
PC,407997410
CP,387690507
PC,267215820
PC,58825110
PC,337025682
PC,58798731
PC,293407882
PC,408743161
PC,387401076
PC,369477998
PC,422653398
PC,52052461
FP,302895996
PC,306204904
PC,306401382
PC,399724238
PC,347469901
PC,302202317
PC,126982221
PC,309439436
PC,408824640
PC,435871546
PC,246965431
CP,144700903
PC,257562160
PC,243153196
PC,336691874
APC,272146465
PC,408643099
PC,270406298
PC,257922326
PC,303502327
PC,58372253
PC,61145589
PC,309791156
PC,436843539
PC,387544178
PC,387515920
PC,96948338
PC,247409676
PC,381360750
PC,430099722
PC,27294830
PC,467615239
PC,101348333
KP,281909674
PC,14156936
PC,90669930
PC,356990855
PC,34980970
PC,16005254
PC,96165095
PC,26018819
PC,21119973
PC,366527844
PC,26054627
KP,280210963
PC,68808155
PC,27476314
PC,69995219
PC,113919944
PC,34781378
PC,96170689
PC,467684543
PC,150006846
PC,46631742
PC,90767677
KP,234825296
PC,427578289
FP,366602797
PC,308522539
PC,426448042
PC,366754985
PC,21132157
PC,45034406
PC,81178747
PC,56457123
PC,113804153
KP,234112540
PC,400381085
PC,17457400
PC,371470493
KP,9155187
KP,20096620
PC,71268730
PC,219113246
PC,467153319
PC,321069529
PC,328325110
FP,237751146
PC,441587756
PC,241174783
PC,356472238
PC,238004786
CP,200322593
APC,143271144
PC,49771092
FP,53593457
PC,50618703
KP,37168957
KP,36440357
KP,36352297
KP,42821097
FP,32830028
FP,311183180
FP,311183180
KP,192826603
CP,44737596
FA,161477033
PC,161477033
PC,161477033
PC,407966340
CP,170849515
FP,59003115
PC,55488511
CP,207110080
CP,209459275
PC,101011575
PC,101011575
CP,377064495
CP,377064495
CP,377064495
CP,413248763
PC,405454160
CP,1003831
APC,1103432
FP,1133072
KP,13349647
PC,37575651
CP,123482865
PC,126733133
KP,270468559
APC,289535142
APC,296780789
KP,315002523
FP,386435344
CP,408310006
APC,410094645
KP,423275733
PC,238061845
PC,81419525
PC,180987952
FP,287474726
PC,131743355
FP,74482749
APC,190990336
PC,131979339
PC,294090620
PC,130415266
FP,412961700
FP,270841724
FP,146261607
PC,196286587
FP,128463355
PC,146406806
FP,287329267
FP,144956678
FP,146208651
FP,81429971
FP,145982812
FP,134396419
PC,141363913
APC,175176327
PC,262746281
FP,145027461
PC,181304295
FP,122262940
FP,153651591
APC,186547153
APC,134404603
FP,80275202
PC,154459165
PC,284738182
PC,77527511
FP,118021229
PC,190496853
PC,145879095
FP,141227133
PC,173640199
FP,267527924
PC,296739893
APC,30828562
PC,83092282
FP,101395259
CP,399870368
CP,379929661
CP,65412605
FP,365781372
CP,281408474
CP,293853437
APC,123898871
FP,97158538
FP,349790953
FP,348755723
FA,344926234
FA,286132427
FP,146463781
PC,133334108
FA,78154865
FP,82362447
CP,147977348
PC,49079670
PC,79292541
FP,432008938
PC,63303499
FP,157568289
FP,238197709
PC,92992033
FP,78672342
PC,35582553
FP,349373192
PC,72090501
CP,22221375
FP,33153766
PC,35009898
KP,35516889
KP,36734222
CP,48103627
PC,48476907
PC,48476908
KP,53189332
KP,53735810
FP,54085154
PC,54962195
PC,54962195
PC,54962195
KP,55092869
FP,73723286
APC,82128636
KP,101955023
APC,102195674
PC,124573851
FP,147660201
APC,151681127
PC,151825527
FP,151959065
CP,158588995
KP,169226822
PC,219187649
CP,280206394
PC,294395926
APC,308050066
APC,335499997
PC,410450228
CP,429304876
KP,437248515
PC,462162948
KP,281731203
PC,339857675
PC,74534430
FP,339636032
FP,445822015
FP,101497191
PC,156991337
FA,320417762
FA,458589703
FP,55383975
PC,55559618
CP,77156829
CP,77156829
PC,77156829
PC,77253676
PC,141527579
PC,149302744
PC,149302744
PC,149302744
CP,150428135
CP,150428135
CP,150428135
PC,150428135
FP,219239945
PC,237914496
PC,237928815
PC,237928815
CP,260004324
PC,391904697
PC,219345200
PC,167342439
FP,391821647
PC,396720998
PC,396720998
FP,309402106
PC,38510224
PC,38510224
PC,150151262
PC,150151262
FA,150151262
PC,150151262
PC,167600516
PC,167600516
PC,219195044
PC,219195044
PC,271971130
FP,119081096
FP,275248683
FA,150247134
FP,184952758
FP,131419878
PC,38571020
PC,38509907
PC,177077336
PC,339961200
FP,410245915
FP,174143743
PC,149788158
PC,96097215
PC,144138509
CP,11561667
CP,34068865
CP,36724087
CP,36724087
PC,106402532
PC,146846569
FP,150271680
CP,181804752
CP,181804752
CP,219189765
PC,260304800
PC,279425357
PC,310009611
PC,359271092
FP,373424049
PC,434486077
KP,437242640
PC,444842193
PC,167418903
KP,15445551
KP,104024556
APC,5868998
KP,14614418
KP,14661418
KP,61538902
APC,61988212
PC,72985822
CP,73228647
PC,73649615
PC,130924120
APC,131081852
APC,152147232
APC,162362398
PC,165317334
PC,178709444
CP,178819686
CP,178819686
APC,181159386
FA,219401954
KP,219698950
KP,229047362
APC,229811538
KP,248075138
KP,248111245
PC,277634430
PC,286864983
KP,286865921
KP,294301883
FP,304042899
CP,306996324
CP,306996324
PC,334305570
PC,335630746
PC,374095457
KP,398943781
KP,413376180
PC,429358906
PC,451645081
PC,460984940
PC,374829238
PC,375059587
PC,375059587
PC,350584963
PC,349829627
PC,300710077
PC,300710077
PC,300710077
PC,308994098
PC,306472057
FP,294780517
FP,300013921
PC,299945285
PC,278895705
FA,277099925
PC,271596225
PC,271596225
PC,271596225
PC,260640693
PC,255685030
APC,179308757
PC,177258735
PC,167303382
FP,143526444
PC,41227743
PC,38460940
PC,33831980
PC,30853470
PC,30122649
APC,149301575
PC,388106759
PC,388106759
PC,100757807
PC,363914762
CP,55525572
FP,255760319
PC,102840239
FP,175180796
FP,30312676
KP,46096489
KP,73717937
KP,111991770
FA,125405602
KP,127530399
PC,127530399
PC,158978373
CP,193641523
KP,220029715
KP,243200602
APC,270507305
KP,271168962
PC,276128561
PC,281924357
APC,307610438
FP,350332997
PC,362249359
KP,404340025
PC,405700729
CP,440887364
PC,440887364
CP,460205581
FP,461271719
KP,466840711
KP,287563610
PC,238932509
PC,141768070
KP,437333618
,380886535
FP,32283946
FP,229141709
PC,231289421
FP,42015200
CP,33595516
APC,423670610
PC,40083958
PC,29918916
PC,138727432
APC,160222069
PC,269558487
APC,306338882
KP,404467699
PC,198008005
PC,150430484
PC,321011127
FP,372913430
PC,309254930
PC,238898571
PC,231728511
APC,44797824
FA,381976956
PC,358460246
FP,271596418
FA,200807066
PC,219229644
PC,219344917
PC,220459826
PC,220459826
PC,237920046
PC,232025086
PC,14165625
PC,32497972
APC,255704097
FA,219380235
FP,37084932
PC,34077285
PC,34077285
PC,34077285
FP,237808867
PC,92013169
PC,123846039
FP,167031605
APC,25334160
FP,120269103
APC,437984134
FP,438295981
FP,284288080
APC,333607525
FP,33690636
CP,66561343
PC,123958679
FP,42755801
FP,250484865
FA,102283403
FP,229384040
FP,124543547
PC,177162886
PC,210873792
PC,214361331
APC,216935214
PC,238197638
PC,261257684
CP,261867566
PC,298372701
PC,305424003
PC,350153977
FP,364107753
PC,369327947
APC,389070884
PC,406941612
PC,407126408
FP,153027658
FP,259389219
FP,348844154
PC,207237016
FP,294869729
APC,150167117
FP,271722899
PC,278775625
FP,278199349
FP,301051430
PC,382068562
FP,300599466
PC,176796997
FP,261258875
FP,300557619
PC,175532955
PC,100921768
PC,206474443
PC,260417932
PC,260417932
PC,260130483
PC,220475245
FP,260476837
PC,278198753
FP,425163745
PC,332660150
PC,67772767
APC,248434716
PC,408137826
CP,146520535
PC,399871011
FP,434234955
PC,167714792
FP,219205407
APC,262330063
APC,146438872
FP,189013222
FA,245947683
FP,449050247
PC,319312479
FP,449050248
CP,44792534
FP,146467675
FP,146434840
FP,249067445
APC,92880568
FP,279999655
FP,5109298
FP,265077027
FP,141776043
PC,25799609
FP,179155220
FP,179159972
KP,178367144
FP,445586472
FP,453209605
PC,280437559
PC,174599051
FP,177722855
FP,125894957
FP,409459226
FP,333821572
FP,133654092
FP,347098457
FP,268371979
PC,73038411
FP,5772442
FP,93594834
PC,127476180
FP,177126182
FP,148659924
FP,33091633
FP,425220920
APC,320536216
FP,52548453
FP,113553629
APC,207277638
PC,88684250
PC,7561203
FP,108835813
PC,259353953
FP,93963408
FP,317951248
FP,142918609
FP,341729521
FP,54390047
FP,341186896
